YEAR,MONTH,DAY,TMAX,TMIN
2021,10,8,30.8,25.2
2021,10,9,33,24.4
2021,10,10,33.6,24.6
2021,10,11,28.4,23.8
2021,10,12,29.4,23.6
2021,10,13,29.6,24.2
2021,10,14,29,24.2
2021,10,15,31,24.4
2021,10,16,31.9,24.3
2021,10,17,33,24.5
2021,10,18,31.7,23.8
2021,10,19,32.4,24.2
2021,10,20,32.6,25.5
2021,10,21,31.7,23.6
2021,10,22,33.6,25
2021,10,23,33,25.1
2021,10,24,29.6,24
2021,10,25,30.8,24
2021,10,26,32,24.2
2021,10,27,33.2,24.4
2021,10,28,30.8,23.5
2021,10,29,33,23.6
2021,10,30,32.2,24.6
2021,10,31,32.9,25
2021,11,1,32.6,25
2021,11,2,31.8,22.6
2021,11,3,33.6,26.1
2021,11,4,33.6,24.8
2021,11,5,32.4,25.2
2021,11,6,34.2,26.2
2021,11,7,34.5,24.7
2021,11,8,31.2,24.7
2021,11,9,33.4,23.8
2021,11,10,30.5,23.8
2021,11,11,33.4,24.3
2021,11,12,32.7,25.6
2021,11,13,33,24.6
2021,11,14,33.5,25.4
2021,11,15,33.4,24.2
2021,11,16,32.6,25.2
2021,11,17,31.7,24.9
2021,11,18,32,24.5
2021,11,19,33.4,23.9
2021,11,20,33.1,25.5
2021,11,21,31.1,23.8
2021,11,22,33.6,24.9
2021,11,23,33.4,24.3
2021,11,24,32,24.6
2021,11,25,31.5,25.5
2021,11,26,29.2,24
2021,11,27,30,24.1
2021,11,28,30,24.2
2021,11,29,33,24.5
2021,11,30,32.4,24.5
2021,12,1,32.6,21.7
2021,12,2,29.9,21.1
2021,12,3,30,21.2
2021,12,4,28.5,21
2021,12,5,29.9,19.9
2021,12,6,30.6,21
2021,12,7,29.2,21.7
2021,12,8,31.1,21.6
2021,12,9,30.9,20.8
2021,12,10,30.6,22.2
2021,12,11,31,23.9
2021,12,12,31.5,23.2
2021,12,13,31.5,21.8
2021,12,14,30.4,21
2021,12,15,30.7,22
2021,12,16,32.6,24.9
2021,12,17,31.8,23.8
2021,12,18,28.6,22.6
2021,12,19,27,23
2021,12,20,30.8,22.9
2021,12,21,32.9,24.2
2021,12,22,32,23.6
2021,12,23,32.4,23.2
2021,12,24,31.2,23.1
2021,12,25,31,23
2021,12,26,30.6,22.6
2021,12,27,27.9,22.3
2021,12,28,28.9,21.3
2021,12,29,30,22
2021,12,30,29.9,20.8
2021,12,31,29.2,22.4
2022,1,1,28.3,20.3
2022,1,2,29.6,21.4
2022,1,3,29.8,20.6
2022,1,4,29.1,21.9
2022,1,5,29.8,22.5
2022,1,6,29,20.7
2022,1,7,30.2,21.1
2022,1,8,31.6,21.7
2022,1,9,30.6,21.8
2022,1,10,30.9,22.6
2022,1,11,30.2,21.6
2022,1,12,30,21.8
2022,1,13,31.7,21.9
2022,1,14,28.6,21.4
2022,1,15,29,20.7
2022,1,16,28.9,19.5
2022,1,17,30.3,20.4
2022,1,18,30.5,22
2022,1,19,30.5,23.7
2022,1,20,30,23.8
2022,1,21,31.9,23.6
2022,1,22,31.8,23.2
2022,1,23,30.6,23.2
2022,1,24,32.4,24.3
2022,1,25,32.8,23.8
2022,1,26,30.2,24.4
2022,1,27,32.5,24.5
2022,1,28,32.6,24.3
2022,1,29,33.3,24.4
2022,1,30,32.3,23.4
2022,1,31,30.8,22.2
2022,2,1,31.2,22.6
2022,2,2,29,23
2022,2,3,31.5,23.2
2022,2,4,33,23.2
2022,2,5,30.2,22.9
2022,2,6,30.1,23.1
2022,2,7,30.6,24.3
2022,2,8,31.7,23.7
2022,2,9,33.9,23
2022,2,10,31.7,23.1
2022,2,11,30.7,21.7
2022,2,12,33,24.2
2022,2,13,31.8,24
2022,2,14,31.3,22.7
2022,2,15,31.9,24.4
2022,2,16,33,23.8
2022,2,17,31.5,23.8
2022,2,18,32.1,22.3
2022,2,19,34.1,23.7
2022,2,20,33.4,24.6
2022,2,21,30.2,24.6
2022,2,22,29.2,23.9
2022,2,23,32,23.2
2022,2,24,33.4,24.5
2022,2,25,30.8,23.8
2022,2,26,32.2,22.6
2022,2,27,32.2,23.3
2022,2,28,32.2,23.1
2022,3,1,33.4,22.5
2022,3,2,34.1,23.9
2022,3,3,33.4,23.6
2022,3,4,34.7,24.8
2022,3,5,35.1,25.1
2022,3,6,34.4,24.7
2022,3,7,35.2,23.7
2022,3,8,33.8,22.6
2022,3,9,32.6,22.3
2022,3,10,33.1,24.8
2022,3,11,33.1,26.4
2022,3,12,36.3,25.2
2022,3,13,34.3,25.7
2022,3,14,34.2,24.8
2022,3,15,34.1,24.4
2022,3,16,35.1,25.2
2022,3,17,35.4,24
2022,3,18,34.7,25.7
2022,3,19,34.7,23.6
2022,3,20,34.7,25
2022,3,21,34.8,25.3
2022,3,22,36.1,26.2
2022,3,23,34.5,26.5
2022,3,24,34.6,25.7
2022,3,25,35.4,25.2
2022,3,26,35.9,26.2
2022,3,27,35.3,25.4
2022,3,28,34.3,26.2
2022,3,29,33.7,25.6
2022,3,30,33.9,25.2
2022,3,31,35,25.7
2022,4,1,35.1,25.1
2022,4,2,34.3,24.2
2022,4,3,34.2,24.7
2022,4,4,33.4,24.5
2022,4,5,29.2,24
2022,4,6,32.4,24.8
2022,4,7,33.1,26.2
2022,4,8,33.3,26
2022,4,9,35.1,24.1
2022,4,10,32.6,25.4
2022,4,11,31.9,25.8
2022,4,12,34.1,25.7
2022,4,13,34.4,24.6
2022,4,14,34.9,25.1
2022,4,15,34.6,22.4
2022,4,16,32.2,23.9
2022,4,17,31,25
2022,4,18,33.6,24.4
2022,4,19,33.6,25.4
2022,4,20,33.7,25.3
2022,4,21,36.5,26.2
2022,4,22,34.8,26.3
2022,4,23,35.5,24.9
2022,4,24,35.8,26.5
2022,4,25,34.3,26.3
2022,4,26,34.5,25.8
2022,4,27,33.3,26.3
2022,4,28,33,25.8
2022,4,29,34.5,26.2
2022,4,30,35.3,26.6
2022,5,1,35.6,26.2
2022,5,2,35.7,25.2
2022,5,3,36.2,24.6
2022,5,4,36,26.7
2022,5,5,36.2,25.8
2022,5,6,37.7,26.1
2022,5,7,36.5,26.7
2022,5,8,36.4,26
2022,5,9,36.9,25.8
2022,5,10,36.3,25.9
2022,5,11,37.6,26.4
2022,5,12,37,26.7
2022,5,13,36,27.4
2022,5,14,34.3,27.2
2022,5,15,33.5,24.5
2022,5,16,33.8,25.3
2022,5,17,31.8,24.6
2022,5,18,32.4,23.7
2022,5,19,32.1,23.9
2022,5,20,31.6,24
2022,5,21,31.8,24.8
2022,5,22,31.1,24.9
2022,5,23,33.6,26.1
2022,5,24,34.2,27.8
2022,5,25,34.6,25.8
2022,5,26,34.3,25
2022,5,27,35.1,25.6
2022,5,28,31.3,25.5
2022,5,29,34.5,25.8
2022,5,30,34.7,26.7
2022,5,31,32.7,27.5
2022,6,1,32.4,24.6
2022,6,2,33.9,26.5
2022,6,3,33.9,26.3
2022,6,4,35.2,26.3
2022,6,5,35.7,26
2022,6,6,34.1,26.3
2022,6,7,34.1,26.6
2022,6,8,34.9,25.9
2022,6,9,36.1,23.8
2022,6,10,35.3,26.9
2022,6,11,36.9,26.6
2022,6,12,35.2,25.5
2022,6,13,35.2,26
2022,6,14,35.2,25.9
2022,6,15,34.3,26.2
2022,6,16,35.4,26.4
2022,6,17,35.8,27.8
2022,6,18,36.6,25.9
2022,6,19,35.7,25
2022,6,20,36.5,23.8
2022,6,21,34.1,24.7
2022,6,22,35,21.9
2022,6,23,33,24.8
2022,6,24,33.8,25.4
2022,6,25,33,25
2022,6,26,32.4,24.5
2022,6,27,32.3,24.8
2022,6,28,30.2,24.2
2022,6,29,29.5,25.2
2022,6,30,29.7,24.1
2022,7,1,29.5,24.2
2022,7,2,30.7,25.5
2022,7,3,32.2,26
2022,7,4,34.8,24.1
2022,7,5,33,24.3
2022,7,6,34.1,25.4
2022,7,7,29.9,25.1
2022,7,8,32,25.5
2022,7,9,32.9,25.9
2022,7,10,33.4,26.8
2022,7,11,34.3,25.1
2022,7,12,30.7,25
2022,7,13,30.6,25
2022,7,14,33.2,25.6
2022,7,15,34.7,26.6
2022,7,16,34.2,23.1
2022,7,17,33.3,23.6
2022,7,18,32.6,25
2022,7,19,33.3,25.9
2022,7,20,33.2,25.2
2022,7,21,30.8,25
2022,7,22,33.1,25.3
2022,7,23,35.3,27.4
2022,7,24,35.8,23.5
2022,7,25,34.6,25.1
2022,7,26,33.5,25
2022,7,27,31.9,24.6
2022,7,28,32.3,25.3
2022,7,29,32.4,25.5
2022,7,30,31.3,25.1
2022,7,31,31.3,24.7
2022,8,1,32,24.7
2022,8,2,32.2,24.2
2022,8,3,33.7,25.1
2022,8,4,33.5,24.7
2022,8,5,30.3,24.4
2022,8,6,29.4,24.8
2022,8,7,29.8,23.2
2022,8,8,26.5,23.7
2022,8,9,30,25.2
2022,8,10,31.8,24.2
2022,8,11,32.4,24.6
2022,8,12,33.6,25.7
2022,8,13,33.5,23.5
2022,8,14,33.6,24.9
2022,8,15,31.8,24.2
2022,8,16,31.5,23.7
2022,8,17,30.4,24.5
2022,8,18,31.1,25
2022,8,19,32,23.7
2022,8,20,33.2,24.4
2022,8,21,32.1,26
2022,8,22,32.6,24.5
2022,8,23,25.7,23.2
2022,8,24,30.8,24.6
2022,8,25,33.3,26.3
2022,8,26,35.2,25.6
2022,8,27,34.2,27
2022,8,28,34,23.2
2022,8,29,33.3,23.8
2022,8,30,33.9,26.3
2022,8,31,32,25.3
2022,9,1,32.3,24.8
2022,9,2,29.2,23.1
2022,9,3,29.5,24.1
2022,9,4,32.3,25.1
2022,9,5,30.7,25.4
2022,9,6,33,26.2
2022,9,7,34.4,26.6
2022,9,8,36.4,23.9
2022,9,9,32.8,25.8
2022,9,10,31.3,24.2
2022,9,11,32.2,25.3
2022,9,12,33.9,23.9
2022,9,13,33.2,24.4
2022,9,14,32.7,24.6
2022,9,15,32.7,25.1
2022,9,16,33.1,23.6
2022,9,17,31.1,24.8
2022,9,18,31.3,24.4
2022,9,19,29.8,23.9
2022,9,20,30.3,24.2
2022,9,21,31.2,23.9
2022,9,22,31.6,25.4
2022,9,23,31.2,24.2
2022,9,24,32.7,25.4
2022,9,25,28.7,23.2
2022,9,26,29.6,23.6
2022,9,27,33.2,25.6
2022,9,28,32.2,25.1
2022,9,29,31.1,25.3
2022,9,30,32,25.6
2022,10,1,33.1,25.1
2022,10,2,32.4,26
2022,10,3,28.9,25.4
2022,10,4,33.5,26
2022,10,5,33.8,26
2022,10,6,33.5,25.6
2022,10,7,32.9,25.6
2022,10,8,34.3,25.5
2022,10,9,35.6,25.8
2022,10,10,34.6,24.8
2022,10,11,34.9,25.3
2022,10,12,33,25.3
2022,10,13,33.8,26.4
2022,10,14,33.8,23.2
2022,10,15,33.8,25
2022,10,16,33.1,24.9
2022,10,17,32.1,25.5
2022,10,18,33.4,24.4
2022,10,19,31.2,23.2
2022,10,20,31,24.6
2022,10,21,32,25.7
2022,10,22,34,26.2
2022,10,23,34,25.6
2022,10,24,34.8,26.6
2022,10,25,29.4,23.8
2022,10,26,33,24.2
2022,10,27,33.5,26
2022,10,28,31.3,25
2022,10,29,28.8,23.4
2022,10,30,26.5,24
2022,10,31,26.7,24.1
2022,11,1,31.6,24.3
2022,11,2,33,25.4
2022,11,3,33.4,24.6
2022,11,4,33.2,24.7
2022,11,5,33.7,24.8
2022,11,6,33,24.7
2022,11,7,34.1,25.8
2022,11,8,31.8,24.7
2022,11,9,32.7,25.5
2022,11,10,34.2,24.6
2022,11,11,31.8,24.8
2022,11,12,33.1,25.1
2022,11,13,32.4,26.2
2022,11,14,33.7,25.7
2022,11,15,33.8,25.3
2022,11,16,33.1,24.5
2022,11,17,32.9,23.5
2022,11,18,32.1,24.8
2022,11,19,31.9,24.6
2022,11,20,31.4,24.3
2022,11,21,29.7,24.3
2022,11,22,31.3,25
2022,11,23,30.6,25.9
2022,11,24,33.1,25.7
2022,11,25,33.1,23.3
2022,11,26,34.1,23.5
2022,11,27,33.3,23.3
2022,11,28,33,25.8
2022,11,29,33.9,25
2022,11,30,34.6,25.3
2022,12,1,33.7,25.3
2022,12,2,32.6,25.1
2022,12,3,32.2,25.1
2022,12,4,32.6,25.2
2022,12,5,33,25.6
2022,12,6,32.8,25.3
2022,12,7,31.8,24.9
2022,12,8,32.8,25.8
2022,12,9,30.4,23.8
2022,12,10,29.9,24.2
2022,12,11,29.5,23.8
2022,12,12,31.6,24.1
2022,12,13,32.6,25.2
2022,12,14,31.8,25.2
2022,12,15,31.1,25.2
2022,12,16,32.5,24.6
2022,12,17,32.9,25.1
2022,12,18,31.8,23.4
2022,12,19,29.4,23.8
2022,12,20,30.3,24.1
2022,12,21,31.9,23.5
2022,12,22,30,22.7
2022,12,23,29.5,22.4
2022,12,24,27.6,21.4
2022,12,25,27.6,21.4
2022,12,26,27.6,21.4
2022,12,27,28.4,21.6
2022,12,28,29.8,23.6
2022,12,29,30.9,23.3
2022,12,30,31.6,23.2
2022,12,31,31.3,25.2
2023,1,1,33.1,24.6
2023,1,2,32.2,23.7
2023,1,3,30.4,23.7
2023,1,4,31.1,23.7
2023,1,5,24.2,22.7
2023,1,6,25.8,22.6
2023,1,7,29.5,21.7
2023,1,8,28.9,21.8
2023,1,9,30.9,22.4
2023,1,10,29.4,22.5
2023,1,11,30.7,22.4
2023,1,12,30.2,22.8
2023,1,13,30.9,22.6
2023,1,14,31.3,24.1
2023,1,15,30.2,23.6
2023,1,16,30.8,23.5
2023,1,17,30.9,24.4
2023,1,18,29.6,22.7
2023,1,19,31.4,23.1
2023,1,20,30.1,23.6
2023,1,21,30,24
2023,1,22,29.7,22.6
2023,1,23,32.6,23.3
2023,1,24,32.6,21.7
2023,1,25,29.3,20.8
2023,1,26,29.9,22.6
2023,1,27,29,23.1
2023,1,28,30,21.2
2023,1,29,29.2,21.3
2023,1,30,30.5,22.6
2023,1,31,30.7,22
2023,2,1,32.1,24.1
2023,2,2,31.9,24.9
2023,2,3,32.1,22.7
2023,2,4,31.1,22.6
2023,2,5,30.7,23.8
2023,2,6,30.5,24.7
2023,2,7,33,24.3
2023,2,8,31.8,22.4
2023,2,9,31.4,22.1
2023,2,10,32.1,22.6
2023,2,11,32.2,23.1
2023,2,12,33.3,21.5
2023,2,13,33.9,22.1
2023,2,14,32.5,22
2023,2,15,32,22.5
2023,2,16,30.1,20.2
2023,2,17,31.6,22.4
2023,2,18,30.7,24.6
2023,2,19,30.7,24.8
2023,2,20,33.2,23
2023,2,21,31.4,22.4
2023,2,22,32.7,23.3
2023,2,23,32.8,23.1
2023,2,24,33.5,24
2023,2,25,33.3,24.1
2023,2,26,31.8,22.3
2023,2,27,30.2,21.1
2023,2,28,30.8,23
2023,3,1,32.4,23.8
2023,3,2,31.2,21
2023,3,3,30.3,21.7
2023,3,4,31.8,21.8
2023,3,5,31,21.8
2023,3,6,31.1,21.6
2023,3,7,32.3,21.6
2023,3,8,32.2,22.8
2023,3,9,33.7,24.2
2023,3,10,30.4,22
2023,3,11,31.9,22.2
2023,3,12,32.9,23.8
2023,3,13,30.4,22
2023,3,14,32.6,22.4
2023,3,15,33.7,22.9
2023,3,16,33.6,23.6
2023,3,17,33.9,23.4
2023,3,18,35.2,24
2023,3,19,33.3,22.4
2023,3,20,34.1,22.7
2023,3,21,35.1,22.7
2023,3,22,35.5,24.1
2023,3,23,35.4,22.8
2023,3,24,34.8,26.3
2023,3,25,35.6,25.2
2023,3,26,36.3,24
2023,3,27,35.6,25.1
2023,3,28,35.7,25.2
2023,3,29,33.3,24.8
2023,3,30,36.6,24.7
2023,3,31,36,25.3
2023,4,1,36.2,25.4
2023,4,2,35.8,21.8
2023,4,3,35.2,25.7
2023,4,4,33.6,24.7
2023,4,5,34,25
2023,4,6,35.4,26.3
2023,4,7,34.9,25.7
2023,4,8,35.1,24.8
2023,4,9,34.9,24.7
2023,4,10,34.4,25.8
2023,4,11,34.7,25.3
2023,4,12,34.1,25.8
2023,4,13,32,23.7
2023,4,14,31.5,26.4
2023,4,15,32.2,26.4
2023,4,16,33.6,25.9
2023,4,17,34.9,26
2023,4,18,35.5,25.8
2023,4,19,35.1,26.8
2023,4,20,36.1,27
2023,4,21,35.6,26.9
2023,4,22,36.2,26.3
2023,4,23,36.6,24.1
2023,4,24,34.1,26.2
2023,4,25,35.8,26.6
2023,4,26,35.5,25.8
2023,4,27,35.2,24.8
2023,4,28,36.3,25.6
2023,4,29,35.2,27.2
2023,4,30,36.9,22.6
2023,5,1,36,26.4
2023,5,2,35.5,25.4
2023,5,3,34.4,26.2
2023,5,4,33.9,25.2
2023,5,5,34.2,26.6
2023,5,6,35.4,27.1
2023,5,7,35.3,27.4
2023,5,8,35.7,25.4
2023,5,9,37.8,26.2
2023,5,10,36.2,25.8
2023,5,11,35.9,26.9
2023,5,12,33.2,25.4
2023,5,13,33.4,27.1
2023,5,14,33,26.5
2023,5,15,35.5,27.2
2023,5,16,32.7,26.4
2023,5,17,33.3,26.4
2023,5,18,34.5,25.8
2023,5,19,34.3,24.6
2023,5,20,32.4,25.2
2023,5,21,35,26.9
2023,5,22,35.2,26.3
2023,5,23,35,25.7
2023,5,24,35.5,25
2023,5,25,36.1,24.8
2023,5,26,35.2,24
2023,5,27,34.6,26.3
2023,5,28,34.9,26.8
2023,5,29,36.3,28.4
2023,5,30,35.1,28.2
2023,5,31,34,27.5
2023,6,1,36.2,27
2023,6,2,33.4,26
2023,6,3,32.6,26.2
2023,6,4,34.3,25.5
2023,6,5,33.7,25.8
2023,6,6,33.6,25.3
2023,6,7,34.2,25
2023,6,8,33.5,26
2023,6,9,34.7,25.9
2023,6,10,32.3,24.4
2023,6,11,27.8,24
2023,6,12,30,24.2
2023,6,13,29.8,24.9
2023,6,14,33.6,26.2
2023,6,15,35.4,25
2023,6,16,32.4,26
2023,6,17,34.6,25.4
2023,6,18,34.6,25.4
2023,6,19,34.2,25.8
2023,6,20,35.2,24.8
2023,6,21,35.2,26.1
2023,6,22,35.1,25.5
2023,6,23,34.8,26.1
2023,6,24,34.5,25.2
2023,6,25,32.9,25.9
2023,6,26,33.1,26.6
2023,6,27,32,26.9
2023,6,28,33,25
2023,6,29,31.8,26.1
2023,6,30,33.5,25.6
2023,7,1,34.6,26.6
2023,7,2,34,24.6
2023,7,3,35.8,27
2023,7,4,35.7,26.3
2023,7,5,36.1,27.4
2023,7,6,35.7,27.3
2023,7,7,35.6,22.5
2023,7,8,35.9,24.6
2023,7,9,35.5,26.1
2023,7,10,35.8,26.8
2023,7,11,36,25.3
2023,7,12,35.1,24.6
2023,7,13,28.3,24.3
2023,7,14,26.8,24.5
2023,7,15,26.7,23.3
2023,7,16,26.8,23.7
2023,7,17,28.1,23.9
2023,7,18,33.6,24.7
2023,7,19,34.3,25
2023,7,20,34.7,25
2023,7,21,33,24.8
2023,7,22,34.6,24.4
2023,7,23,33,24
2023,7,24,31.4,24.6
2023,7,25,32.4,24.7
2023,7,26,29.2,24.1
2023,7,27,26,23.9
2023,7,28,27,23.4
2023,7,29,27.8,24
2023,7,30,30.3,24.3
2023,7,31,27.2,24.6
2023,8,1,30.2,25
2023,8,2,31,25.2
2023,8,3,29.8,25.2
2023,8,4,32.8,25.2
2023,8,5,34,25.3
2023,8,6,33.4,25
2023,8,7,33.2,26.2
2023,8,8,33.6,27
2023,8,9,34.6,25.9
2023,8,10,32.4,25.9
2023,8,11,34,26.1
2023,8,12,33.2,25.7
2023,8,13,34.2,25.9
2023,8,14,32.9,25.6
2023,8,15,34.1,24.9
2023,8,16,33.5,25.3
2023,8,17,33.3,25.3
2023,8,18,32.4,25.1
2023,8,19,33.7,25.6
2023,8,20,34,25.3
2023,8,21,33.6,25.7
2023,8,22,31.6,25.1
2023,8,23,32.7,25.5
2023,8,24,32,24.5
2023,8,25,31.7,25.6
2023,8,26,31.9,25
2023,8,27,32.5,24.8
2023,8,28,33.8,25.4
2023,8,29,33.2,24.8
2023,8,30,30.9,24
2023,8,31,30.2,24.6
2023,9,1,29.7,24.6
2023,9,2,29.2,25.3
2023,9,3,31,24.2
2023,9,4,28.9,24
2023,9,5,30.1,25.1
2023,9,6,30.8,24.7
2023,9,7,33.9,25.7
2023,9,8,33.2,24.3
2023,9,9,33.6,25.2
2023,9,10,33.1,24.5
2023,9,11,33,25
2023,9,12,30.9,25
2023,9,13,31,24.4
2023,9,14,31.8,24.8
2023,9,15,32.4,25.3
2023,9,16,33.1,26
2023,9,17,34.1,24.3
2023,9,18,33.1,25.4
2023,9,19,34,24.6
2023,9,20,34,25.6
2023,9,21,34.2,24.7
2023,9,22,32.4,26
2023,9,23,30.7,25.6
2023,9,24,32.2,26.4
2023,9,25,31.3,24.8
2023,9,26,33,24.8
2023,9,27,32.1,25.6
2023,9,28,33,24.4
2023,9,29,34.8,26.2
2023,9,30,33.3,26.3
2023,10,1,33.4,24.9
2023,10,2,31.5,25.6
2023,10,3,32.6,24.7
2023,10,4,31.9,25.3
2023,10,5,30.4,23.2
2023,10,6,30.6,23.6
2023,10,7,31.4,24.1
2023,10,8,34.5,25.5
2023,10,9,34.2,25.7
2023,10,10,34.2,26.2
2023,10,11,31.8,25.3
2023,10,12,33,25.2
2023,10,13,33.6,25.4
2023,10,14,32.8,24.6
2023,10,15,32.6,25.3
2023,10,16,31.5,24.1
2023,10,17,33.2,24.6
2023,10,18,32.1,25.8
2023,10,19,28,23.4
2023,10,20,33.6,25.2
2023,10,21,28.3,23.5
2023,10,22,31.7,24.3
2023,10,23,27.9,23.6
2023,10,24,33,25.6
2023,10,25,33.2,23.8
2023,10,26,33.6,26
2023,10,27,33,25
2023,10,28,33.4,24.8
2023,10,29,33.4,24.4
2023,10,30,32.6,24.3
2023,10,31,33,25.8
2023,11,1,31.6,24.8
2023,11,2,31,25
2023,11,3,34.6,24.8
2023,11,4,33.9,25.7
2023,11,5,33.1,25.1
2023,11,6,34.8,25.2
2023,11,7,34,26
2023,11,8,31.4,25.6
2023,11,9,33.6,25
2023,11,10,33.6,25.2
2023,11,11,32.4,25
2023,11,12,34.1,24.9
2023,11,13,32.5,25.3
2023,11,14,33.2,25.4
2023,11,15,32,24.6
2023,11,16,33.3,24.6
2023,11,17,32.4,23
2023,11,18,30.9,23
2023,11,19,31.4,22.6
2023,11,20,31.8,23.7
2023,11,21,31.6,22.4
2023,11,22,32.6,24
2023,11,23,32.6,25.8
2023,11,24,32.8,24.4
2023,11,25,32.6,25
2023,11,26,32.9,24.7
2023,11,27,33.3,25.2
2023,11,28,33,25
2023,11,29,32.2,25.4
2023,11,30,33,25.5
2023,12,1,33.3,24
2023,12,2,32,23.6
2023,12,3,30.5,24.5
2023,12,4,32.8,25
2023,12,5,32.7,24.7
2023,12,6,32.6,24.6
2023,12,7,32.4,25.6
2023,12,8,31.2,24
2023,12,9,32.6,24.8
2023,12,10,32.5,23.7
2023,12,11,32.9,24.2
2023,12,12,33.1,24.9
2023,12,13,34.2,24.2
2023,12,14,31.6,24
2023,12,15,31.8,23.2
2023,12,16,31.2,24.2
2023,12,17,31,24.7
2023,12,18,29.4,24.8
2023,12,19,31.2,25.2
2023,12,20,30.8,25
2023,12,21,30.8,24.8
2023,12,22,30.2,23.6
2023,12,23,28.2,23.7
2023,12,24,31.6,23.2
2023,12,25,32,24.5
2023,12,26,30.3,23.8
2023,12,27,31.6,24.5
2023,12,28,33,23.5
2023,12,29,32.5,24.2
2023,12,30,32.3,24.8
2023,12,31,32.7,24.2
